Max,Min,Mean,Std,RMS,Skewness,Kurtosis,Crest Factor,Form Factor,Fault
0.427,-0.957,-0.1145437255859375,0.114860042054069,0.1622121211291281,0.0063242134703943,0.5871425145219344,2.6323556897458285,-1.4161589410449809,Inner Race
0.63,-0.854,-0.1141332275390624,0.1144666993446216,0.1616437409831368,-0.0115094472147241,0.680052627073839,3.8974599088604576,-1.416272407856106,Inner Race
0.645,-0.718,-0.1139592529296875,0.1148011305157447,0.1617581192266471,0.036520196245824,0.4737480437623174,3.987435085692727,-1.4194382208389111,Inner Race
0.815,-0.75,-0.1144642333984375,0.1128412358167228,0.1607323687386942,0.0102658734934956,0.7583697905449038,5.070540591142295,-1.4042147836626169,Inner Race
0.723,-0.728,-0.1152170654296875,0.1160002663584904,0.1634952765199531,-0.0229728091970312,0.6692549637161482,4.422146103479413,-1.4190196210102917,Inner Race
0.5,-0.754,-0.113781201171875,0.1161020707835484,0.1625592922177262,-0.001621781322528,0.546561169309709,3.075800793536412,-1.4287007919011887,Inner Race
0.637,-0.964,-0.11473779296875,0.1176488007204362,0.1643339999068684,0.0131836186697437,0.7280908566486723,3.8762520255151194,-1.4322569369242308,Inner Race
0.664,-0.754,-0.1143548828124999,0.1172353258184254,0.1637706484476652,0.0014115938749138,0.6520543793607785,4.054450576424193,-1.4321264157665128,Inner Race
0.52,-0.828,-0.1142925537109375,0.1168225058443231,0.1634317977464864,0.0218741660140247,0.7209351220347946,3.1817553693352765,-1.4299426554054362,Inner Race
0.579,-0.82,-0.114818310546875,0.1145133716412747,0.1621611438423694,-0.026316642284528,0.5009750842094216,3.5705224215908555,-1.4123282520880374,Inner Race
0.891,-0.671,-0.1141825927734375,0.1136371816470218,0.1610923904980219,-0.0128009274502543,0.5771291262604321,5.530987511237787,-1.4108314287245467,Inner Race
0.706,-1.104,-0.115094580078125,0.1157222683395573,0.1632117606319892,-0.0278925070534242,1.0873431038557009,4.325668672810243,-1.4180664330258017,Inner Race
0.591,-0.913,-0.1140570556640625,0.1171816628966096,0.1635243676741854,0.041455825900377,0.841847147960523,3.614140255705128,-1.4337067244294055,Inner Race
0.493,-0.796,-0.113368212890625,0.1169517668935176,0.1628795062152445,0.0148217930802485,0.4804286675312772,3.026777348824369,-1.4367299445073447,Inner Race
0.64,-0.977,-0.1148673095703125,0.117837532311559,0.1645595449168543,0.0210024768967469,0.8189608772616097,3.8891697246936823,-1.4326055475002155,Inner Race
0.693,-1.318,-0.1154485595703125,0.1182874091781237,0.165287445008806,-0.0841454319114262,1.2284983729410277,4.19269594229059,-1.4316977675944045,Inner Race
0.483,-0.659,-0.1139058837890625,0.1151711528450911,0.16198339720996,0.0211731407998359,0.4090089324482515,2.9817870739798344,-1.4220810358658051,Inner Race
0.605,-1.028,-0.1140875,0.1171070978840046,0.163492187014682,0.0181127744064894,0.6271778914273667,3.7004826410797818,-1.4330420687163974,Inner Race
0.552,-0.823,-0.1148906982421874,0.1160184130481697,0.1632783393131715,0.0133713734420488,0.5624196644880564,3.380730122084666,-1.421162390091701,Inner Race
0.598,-0.869,-0.1140922607421875,0.1146305163806388,0.161730882772533,0.0170615224894151,0.6440958591732411,3.6975003768517065,-1.4175447284544018,Inner Race
0.535,-0.935,-0.1137412353515625,0.1189026282904117,0.1645434850478124,-0.0166526394990128,0.7001245701527865,3.2514201327663725,-1.446647599168634,Inner Race
0.762,-0.845,-0.1150574462890625,0.1169287065514844,0.1640433008855579,-0.0212686601799604,0.7371290537634292,4.645115014672843,-1.42575127622272,Inner Race
0.647,-0.85,-0.1148149902343749,0.1159872245364557,0.1632029098849707,-0.015192179485979,0.843803093279226,3.964390098534524,-1.4214425272503193,Inner Race
0.554,-0.781,-0.1148567626953124,0.1179156586584981,0.1646081378246104,-0.000602594399064,0.5948465716658706,3.365568721701267,-1.43316017239034,Inner Race
0.466,-1.086,-0.1148497314453125,0.1155679316559874,0.1629296828922919,-0.0218848630116878,0.6713504884865218,2.860129546241485,-1.4186335557072978,Inner Race
0.649,-0.886,-0.1149979248046874,0.1184642741224364,0.165099861693021,-0.0572371675676391,0.6910198413803372,3.930954231849813,-1.4356768782865146,Inner Race
0.513,-0.764,-0.1146468017578125,0.1170046232813533,0.1638097579266637,-0.013129586280144,0.5627803588988516,3.131681570701458,-1.4288209999325263,Inner Race
0.662,-0.845,-0.11410390625,0.1160750068128227,0.1627660274366245,0.0161866737967572,0.6019254199268178,4.067187793581557,-1.4264720007043976,Inner Race
0.842,-0.757,-0.1145923828124999,0.117251750969375,0.1639483200894606,0.0196738488434034,0.6086883200498909,5.135764730864891,-1.4307087091270156,Inner Race
0.569,-0.989,-0.11457158203125,0.1148448755755779,0.1622210555063965,-0.0120616746501764,0.5219745138402305,3.507559473237208,-1.4158926029506154,Inner Race
0.808,-0.759,-0.1144515380859375,0.1175203590280476,0.1640422267980155,0.0190955836692947,0.7376614862832875,4.925561032494925,-1.4332898407607433,Inner Race
0.527,-0.659,-0.1147876953125,0.1145399430957599,0.162158235257167,0.0292500040117348,0.4076846419690345,3.2499120329240734,-1.4126795978933515,Inner Race
0.547,-0.903,-0.11394970703125,0.1161996128144373,0.1627469081227524,-0.0136526607600303,0.6301937211374526,3.361046955112802,-1.4282345462996242,Inner Race
0.637,-0.723,-0.1140832763671875,0.1145285056504124,0.1616522573901643,0.0227400124618193,0.5245958488273974,3.940557405657102,-1.4169671711554956,Inner Race
0.708,-0.881,-0.11444384765625,0.1176605901490418,0.1641373533110398,0.032373512200005,0.8621247721829177,4.313460560426741,-1.4342173622478342,Inner Race
