Max,Min,Mean,Std,RMS,Skewness,Kurtosis,Crest Factor,Form Factor,Fault
1.282,-1.396,-0.1143277343749999,0.1060724156857573,0.155954844507603,0.0565063751981503,6.149405958774761,8.22032816003674,-1.3641033416796686,Roller Element
1.152,-1.243,-0.1138929687499999,0.1096408142593082,0.1580899206086424,0.0535338432932174,6.741003956375669,7.28699208377629,-1.3880568953791756,Roller Element
1.926,-1.27,-0.1135911621093749,0.1107232097638819,0.1586262335883377,0.1637135686516763,9.33850575843334,12.141749548175625,-1.396466332790919,Roller Element
0.945,-1.147,-0.114469873046875,0.1057236891399277,0.1558222621854083,-0.1081577836076844,5.126183466821418,6.064601981426585,-1.3612512885517014,Roller Element
1.096,-1.228,-0.117035009765625,0.1090810096290182,0.1599861546438765,0.0289338684001216,5.721542298983888,6.850592805606566,-1.3669939872202834,Roller Element
1.409,-1.426,-0.1151770751953125,0.1122917875872941,0.1608567572789675,0.1180512480649054,8.481070162619599,8.759346040753679,-1.3966039422879366,Roller Element
1.172,-1.37,-0.1147778564453124,0.1101256368556545,0.159063874395462,0.0819191300033464,7.037259389183022,7.368109223130029,-1.385841131048219,Roller Element
1.653,-1.548,-0.1134332275390625,0.1124845816429232,0.1597484563666373,0.179698978768013,10.775235576243151,10.347517826439672,-1.408303896771565,Roller Element
1.16,-1.086,-0.1140668945312499,0.1071822514595116,0.156521599104814,0.2471967494367737,6.684144920707121,7.411117741157312,-1.3721912895764257,Roller Element
0.825,-1.296,-0.1145387451171875,0.1075292702992111,0.1571031056835914,0.0386147593761734,5.246409244238134,5.251328396152559,-1.37161539113123,Roller Element
1.277,-1.365,-0.1141486572265625,0.1088135289711896,0.1577022858487284,0.009548735822591,7.543818604647964,8.097536399852356,-1.381551826192056,Roller Element
1.682,-1.35,-0.1147326904296874,0.1097574866793286,0.158776578960397,-0.0462785839463484,8.508867655488272,10.59350195736069,-1.3838826437849576,Roller Element
1.24,-1.653,-0.114344921875,0.1106776084827115,0.1591351473345454,0.129659476159878,7.225409414322506,7.792118967868122,-1.3917115401811146,Roller Element
1.37,-1.27,-0.114432080078125,0.1097055498808936,0.1585235464999502,0.0061823079070759,8.131358800606934,8.64224924465988,-1.3853068684211902,Roller Element
0.85,-1.147,-0.1146187255859375,0.1093641107465768,0.1584224383404275,0.0469863861209703,4.662557706325006,5.3654015738191685,-1.3821689041695666,Roller Element
1.226,-1.265,-0.1143520507812499,0.1104828233037403,0.1590048670761567,-0.0077615530430098,6.210294133511965,7.710455802669218,-1.3904854874909536,Roller Element
1.13,-1.548,-0.114128173828125,0.1115827443331445,0.1596109173016526,0.0883558899565356,7.769228056220202,7.079716219313398,-1.3985233614797328,Roller Element
1.111,-1.23,-0.1148742187499999,0.108935480397799,0.1583121451523362,0.0499329617564462,5.932707733836041,7.0177812253819045,-1.3781346839613324,Roller Element
1.138,-1.23,-0.114682861328125,0.1101043137016734,0.1589805730503632,0.154803626228923,6.618627120079449,7.158107296792134,-1.386262700539846,Roller Element
1.013,-1.487,-0.1143997070312499,0.1100664346410066,0.1587501723977902,-0.018565066974289,5.655507050306026,6.381095432524397,-1.3876798858796489,Roller Element
1.553,-1.575,-0.1147169189453125,0.1135324660915837,0.1613978861730624,0.0557001507878624,8.339685217496031,9.622183021249496,-1.4069231256986907,Roller Element
1.562,-1.401,-0.114489111328125,0.1146195714608142,0.1620033395682014,-0.0144118548113897,7.9856741142915215,9.641776547096528,-1.4150108922052949,Roller Element
1.357,-1.602,-0.119723974609375,0.1139312270692275,0.1652689858845648,0.0204325316460995,8.191588773413415,8.210856941712109,-1.3804167997578611,Roller Element
1.008,-1.396,-0.11458115234375,0.1124554031035852,0.1605451631599734,-0.1447993596915219,7.18567341430588,6.278607091984387,-1.4011480935217755,Roller Element
1.089,-1.519,-0.1144648681640625,0.1140434454710175,0.1615790703391986,-0.0121198904839785,7.251122140726318,6.739734284359302,-1.4116040400064702,Roller Element
1.24,-1.213,-0.1149729736328124,0.1108755166259012,0.1597243397910277,0.1311528002369546,6.8997202548605046,7.763375335420576,-1.3892337889871147,Roller Element
1.145,-1.479,-0.114227392578125,0.1135940942743,0.1610937628819102,0.0814987861557995,7.153144984220445,7.107661895261221,-1.4102901173353086,Roller Element
1.272,-1.299,-0.11466337890625,0.1129286557426111,0.1609355784169262,0.1236789422732796,7.183092030295782,7.9037836910412995,-1.4035481943063,Roller Element
1.194,-1.155,-0.11391162109375,0.112466390243949,0.1600757244207507,0.2573829229840562,7.046669037656471,7.458969836435868,-1.405262455961428,Roller Element
1.074,-1.482,-0.1150844970703125,0.1142262613162038,0.1621473456284003,-0.1080106264921784,8.27095503824414,6.623605189697827,-1.4089416885519703,Roller Element
1.523,-1.658,-0.114639990234375,0.1130851984062737,0.1610288087458072,0.133558029746357,9.371344979639645,9.457934961216406,-1.4046477884078046,Roller Element
1.257,-1.418,-0.1144987548828125,0.1130781041214109,0.1609233057302404,0.0305482512378198,7.979790843239483,7.811174362196728,-1.4054590016716135,Roller Element
1.279,-1.267,-0.1142554931640625,0.1131003576141753,0.1607659675225965,0.3228990645323289,8.490561132374415,7.955663874073532,-1.4070742952529067,Roller Element
1.287,-1.882,-0.1146239501953125,0.1133835374976211,0.1612270531607472,-0.1301366584929315,8.529074440488303,7.9825313107771665,-1.4065738694751473,Roller Element
