Max,Min,Mean,Std,RMS,Skewness,Kurtosis,Crest Factor,Form Factor,Fault
0.361,-0.31,-0.00514794921875,0.0661917340549659,0.0663900075724408,0.083448526829206,0.5919022333512638,5.437565278270201,-12.8963990807511,Normal
0.295,-0.295,-0.0063095214843749,0.0659860836663642,0.0662854485793026,0.0118277376195466,0.3597508777911722,4.4504488741155255,-10.505622136869333,Normal
0.286,-0.286,-0.001292724609375,0.0691756416925968,0.0691860309944545,0.0490564769307899,0.2137236790499312,4.133782439737346,-53.51954352281128,Normal
0.349,-0.31,-0.002280322265625,0.0686003747090269,0.0686365900532698,0.0022092748140172,0.2990353648170365,5.084751438396574,-30.099513164406908,Normal
0.388,-0.374,-0.001727392578125,0.0674486235140808,0.067469093401743,0.0318835896220916,0.3957541359223451,5.750781290177766,-39.05834392027864,Normal
0.383,-0.344,-0.0026482421875,0.0697818900583956,0.0698304202884119,0.0441350978794104,0.4238076830405721,5.484715664292764,-26.36859295498701,Normal
0.605,-0.381,-0.001768603515625,0.0694783210234947,0.0694991319780551,0.0101528103993668,0.6664430577072187,8.705144694339973,-39.29604988571736,Normal
0.359,-0.354,-0.0018922363281249,0.0670053712010633,0.0670304490773829,0.0731315110742805,0.4308209454503786,5.355774949166079,-35.42393097579033,Normal
0.354,-0.3,-0.001660009765625,0.0700469925373907,0.0700649499878282,-0.0302391344306017,0.3386465219867429,5.052454901651927,-42.20755289439428,Normal
0.359,-0.4,-0.002296826171875,0.0693293589850029,0.0693657028539455,0.0254245206481042,0.3309192660551785,5.175468354381127,-30.200675916767057,Normal
0.32,-0.312,-0.00219619140625,0.0684426582318339,0.0684762147916157,0.0417298805057476,0.2633640954738441,4.67315550332056,-31.179529524040447,Normal
0.386,-0.342,-0.002083251953125,0.0693789429105947,0.0694085198441309,0.0556571058045882,0.344012789129076,5.561276927772423,-33.317390985768256,Normal
0.349,-0.361,-0.001913916015625,0.0695735397066488,0.069598161975663,0.0034338527546454,0.3462675087801132,5.014500240998287,-36.36427168562845,Normal
0.398,-0.337,-0.002181494140625,0.0685733485785414,0.0686063659383415,0.002784016639816,0.466325356885318,5.801210930742112,-31.4492551965717,Normal
0.344,-0.352,-0.001726025390625,0.0694390292597308,0.0694587828122954,0.013238106890576,0.4015589078334414,4.952577428971386,-40.242040001013045,Normal
0.54,-0.417,-0.0013728027343749,0.071634605515865,0.0716460098848629,0.0069417804707469,0.5675023720997849,7.537056158016262,-52.18958856275983,Normal
0.325,-0.356,-0.0009056640625,0.0710980124650591,0.0711020448457707,-0.0036441097066894,0.2904269787833646,4.570895263349536,-78.50818839990218,Normal
0.3,-0.317,-0.00156630859375,0.0687917587166794,0.0688079088500188,0.0131941826444126,0.2633479172935584,4.359963920047512,-43.929982332077614,Normal
0.515,-0.398,-0.00158349609375,0.0720973203105408,0.0721129478394397,0.0009597300100911,0.491027592227379,7.141574646853342,-45.54033832105227,Normal
0.376,-0.354,-0.0021982421875,0.0704877017381675,0.0705202507207592,0.0217704345072783,0.3966157822097189,5.331801803837258,-32.080291753912704,Normal
0.388,-0.508,-0.0022806640625,0.0701881647624913,0.0702234957508436,-0.0327697969720806,0.6386304608785269,5.525216252073849,-30.790810845621245,Normal
0.413,-0.486,-0.001413671875,0.0742812805928239,0.0742929182043113,0.0014298614592859,0.593048116557676,5.55907628859345,-52.55315573446729,Normal
0.33,-0.361,-0.001201904296875,0.0735523271396906,0.0735603510332884,-0.0128272637329624,0.3277202687963156,4.486112360321176,-61.20316835920163,Normal
0.417,-0.437,-0.002264013671875,0.0717730448238276,0.0718069926222587,0.027315091734763,0.4741381331289753,5.80723387475133,-31.7166780016792,Normal
0.771,-0.444,-0.0019689453125,0.0726469428943238,0.0726718471162062,0.0973633608142728,1.4098070340076705,10.609335397339349,-36.90902264011266,Normal
0.315,-0.334,-0.001906005859375,0.070412499716166,0.0704365735159787,0.038413689099504,0.2798096088421409,4.472108512327639,-36.95506662244765,Normal
0.364,-0.352,-0.0026996093749999,0.0716378990026105,0.0716869993716172,-0.0185637484699605,0.3507660233931777,5.077629182288206,-26.554582316790643,Normal
0.308,-0.408,-0.00167880859375,0.0696346563196542,0.0696531908256003,-0.0092116032686737,0.4814577998745006,4.421907975058589,-41.48965586959151,Normal
0.366,-0.352,-0.00212880859375,0.0689299227820932,0.0689611055743108,-0.0340116445017773,0.4732099658272393,5.307339506116342,-32.394225472771375,Normal
0.325,-0.332,-0.002790869140625,0.0717026182013803,0.0717551626654182,-0.0283540681298496,0.2698682326597206,4.529290826298008,-25.710686904277075,Normal
